University,Date,Student,Quote,Number,Year
George Washington University,3/20/2015, George Washington University Jewish Student (Rachel)," Following three swastikas drawn on residence halls, the University is criticized for its response to Jewish concerns.According to the GW Hatchet, “Rachel Schwartzman, a resident in the hall, said the University was “not treating the students as adults” or responding to their concerns quickly. Schwartzman, who is a member of the historically Jewish sorority Alpha Epsilon Phi, which has members housed on a floor in the building, said officials did not formally acknowledge the vandalism until a meeting with residents on Wednesday<a href=""http://www.gwhatchet.com/2015/03/01/as-gw-investigates-swastika-vandalism-student-leaders-scrutinize-response/"">Read more</a>",128,2015
Loyola University Chicago,3/20/2015, Loyola University Chicago Jewish Student (Brendon)," ""It’s upsetting when other students tell Jewish students that the resolution isn’t anti-Semitic”<a href=""http://www.thecollegefix.com/post/21821/"">Read more</a>",129,2015
Loyola University Chicago,3/20/2015, Loyola University Chicago (Author of Article)," “After the Senate debate began, fear of possible violent repercussions for the bill came up often. Some of this opposition referred to one woman’s public comment that gave an account of receiving bomb threats and rape threats after opposing the divestment resolution last year. The Senate voted to make votes on the resolution anonymous.”<a href=""http://www.loyolaphoenix.com/student-government-senate-says-yes-to-divest"">Read more</a>",130,2015
Loyola University Chicago,3/20/2015, Loyola University Chicago Jewish Student and VP of Hillel Chapter (Adam)," “It’s making us politicized as Jewish students … Because of this resolution, within the last two weeks, we have seen students sit inside Hillel and ask for interviews. Students are refusing to come into the space … Student government is supposed to ensure safety and welfare for students.””<a href=""http://www.loyolaphoenix.com/student-government-senate-says-yes-to-divest"">Read more</a>",131,2015
Loyola University Chicago,3/20/2015, Loyola University Chicago Jewish Student (Nicole)," “No one gets to tell me that my passion for Israel is wrong. It is so limiting to be pro-Israel on campus. Will I be welcome on campus if I am vocal about supporting Israel? I’m concerned.”<a href=""http://www.loyolaphoenix.com/student-government-senate-says-yes-to-divest"">Read more</a>",132,2015
Temple University,3/20/2015, Temple University Student (Marissa)," “I’m tired of antisemitism being a completely normal occurrence, and people standing idly by because as long as they are only going after the Jews nobody cares.”<a href=""https://www.youtube.com/watch?v=rool4bFqg9o&feature=youtu.be"">Read more</a>",133,2015
Temple University,3/20/2015, Temple University Student (Marissa)," “I’m tired of seeing the nail marks on my door from where the mezuzah was forcibly ripped from the wall.”<a href=""https://www.youtube.com/watch?v=rool4bFqg9o&feature=youtu.be"">Read more</a>",134,2015
Temple University,3/20/2015, Temple University Student (Marissa)," “I’m tired of having to walk through antisemitic rallies occurring in the middle of campus.”<a href=""https://www.youtube.com/watch?v=rool4bFqg9o&feature=youtu.be"">Read more</a>",135,2015
University of California Berkeley,3/20/2015, University of California Berkeley Jewish Student (Ori)," “We still find anti-Semitic slogans written on bathrooms. We see swastikas on doors still, but they’re kind of dismissed. They’re painted over because there are just so many things that happened. A lot of students find swastikas and come to me. [They see it] on dorms, on bathroom stalls, just random places on campus.”<a href=""http://www.thedailybeast.com/articles/2015/03/19/berkeley-s-swastika-problem-are-america-s-liberal-colleges-breeding-anti-semitism.html"">Read more</a>",136,2015
University of California Berkeley,3/20/2015, University of California Berkeley Jewish Student (Ori)," “[Ori] says the Jewish undergraduates who come to him are often scared”<a href=""http://www.thedailybeast.com/articles/2015/03/19/berkeley-s-swastika-problem-are-america-s-liberal-colleges-breeding-anti-semitism.html"">Read more</a>",137,2015
University of California Berkeley,3/20/2015, University of California Berkeley Jewish Student (Ori)," “If anti-Semitic events occur all over Berkeley, they [the administration] should make students feel safe.”<a href=""http://www.thedailybeast.com/articles/2015/03/19/berkeley-s-swastika-problem-are-america-s-liberal-colleges-breeding-anti-semitism.html"">Read more</a>",138,2015
University of California Los Angeles,3/20/2015, University of California Los Angeles Jewish Student (Tammy)," “…we are fighting an uphill battle every time we try to stop the Israel Apartheid rhetoric, because we are accused of limiting freedom of speech. Yet they wanted to limit our freedoms, as evidenced with the Rachel Beyda incident. After it, many of us had breakfast with the chancellor and told him how disappointed we were that he waited to write his letter about Rachel Beyda. He apologized.”<a href=""http://www.americanthinker.com/articles/2015/03/how_to_deal_with_antisemitism_on_campus.html"">Read more</a>",139,2015
University of California Los Angeles,3/20/2015, University of California Los Angeles Jewish Student (Rebecca),"<p>“I was really bothered, since she [another student] refused to talk to me only because I was Jewish. She utterly disrespected me. It became obvious it was not OK to have a dialogue with people who want to challenge the facts. They do not want any dialogue.” <a href=""http://www.americanthinker.com/articles/2015/03/how_to_deal_with_antisemitism_on_campus.html"">Read more</a></p>",140,2015
University of California Los Angeles,3/20/2015, University of California Los Angeles Jewish Graduate & Student President of Hillel at UCLA (Natalie)," “People say that being anti-Israel is not the same as being anti-Semitic. The problem is the anti-Israel culture in which we are singling out only the Jewish state creates an environment where it is ok to single out Jewish students.”<a href=""http://www.huffingtonpost.com/julia-e-sweig/the-rhetoric-of-netanyahu_b_6939050.html"">Read more</a>",141,2015
University of California Los Angeles,3/20/2015, University of California Los Angeles Jewish Graduate (Arielle)," “Nowadays, Jewish students on college campuses are encouraged to do the same. We are forced to “not be so public” about our Jewish identities. We are expected to be experts on all facets of Judaism and explain them on cue. We are assumed to be blind supporters of the Jewish state and manifestations of its government. And, between combating Divestment resolutions, defending ourselves against anti-Semitism and constantly trying to afford our peers context, we have lost sight of what we really came to these universities for<a href=""http://www.huffingtonpost.com/arielle-mokhtarzadeh/uclas-jewish-problem-and-_b_6934552.html"">Read more</a>",142,2015
University of California Los Angeles,3/20/2015, University of California Los Angeles Jewish Graduate (Shani)," “I found myself extremely uncomfortable walking to Shabbat dinners at Hillel, the center for Jewish life on campus. I was hesitant to apply to the Daily Bruin, fearing my ethnicity would lower my chances of getting accepted. I nearly questioned my entire future of pursuing journalism, fearing my Jewish last name would label me as incapable of being unbiased. None of this is true, but divestment put me, along with several other Jewish students, in this place of discomfort, regardless of our political affiliations. Divestment began to put Jewish students in a pro-Israel box, mixing up religion with politics, and leading to the growth of anti-Semitism at UCLA.”<a href=""http://dailybruin.com/2015/03/13/shani-shahmoon-resolution-important-in-deconstructing-anti-semitic-rhetoric/"">Read more</a>",143,2015
